green,red,IR,acc_x,acc_y,acc_z,sample_index
106170,206280,269257,-0.3122633493,3.8907295476,9.1848495501,823
106679,206267,269373,-0.2380858487,3.8333018051999996,9.038887371500001,824
107211,206414,269366,-0.1782652837,3.9230326527000003,9.042476605400001,825
107756,206440,269380,-0.0669990328,3.9278182979,9.037690960199999,826
108270,206579,269447,-0.010767701699999998,3.9254254753,9.1465643885,827
108798,206637,269556,-0.1698904046,3.8261233374,9.1680997919,828
109305,206714,269627,-0.1746760498,3.960121403,9.128618219,829
109753,206943,269701,-0.2081755662,3.9086757171,9.0999043478,830
109207,206919,269862,-0.0981057266,3.7100714413,9.1429751546,831
107577,206865,269738,-0.0095712904,3.8452659182,9.1944208405,832
105813,206596,269552,-0.1698904046,3.9912280968,9.128618219,833
104511,206308,269402,-0.1387837108,3.8943187815,9.1238325738,834
103728,206118,269261,-0.1328016543,4.0139599115,9.0747797105,835
103444,206045,269163,-0.2261217357,3.9003008379999997,9.080761767,836
103628,205980,269095,-0.19381863059999999,3.816552047,9.0149591455,837
103973,205984,269094,-0.0681954441,3.8548372086000002,9.108279226899999,838
104366,206004,269100,-0.1531406464,3.8021951114,9.1238325738,839
104733,206053,269063,-0.24646072779999997,3.9302111204999997,9.109475638200001,840
104984,206037,269119,-0.17587246110000002,3.8596228538,9.037690960199999,841
105254,206059,269177,-0.1746760498,3.7854453531999996,9.080761767,842
105598,206176,269183,-0.1112662509,3.9230326527000003,9.0317089037,843
105987,206172,269209,-0.131605243,3.9804603951,9.1154576947,844
106432,206204,269249,-0.1495514125,3.9445680561,9.0592263636,845
106899,206303,269226,-0.29551359110000003,3.8524443859999997,9.1728854371,846
107410,206333,269194,-0.1698904046,3.8225341035,9.128618219,847
107899,206318,269289,-0.11964113,3.9397824109,9.1011007591,848
108425,206506,269383,-0.0897308475,3.9014972492999997,9.019744790699999,849
108917,206503,269376,-0.1172483074,3.9254254753,9.206384953499999,850
109372,206573,269418,-0.227318147,3.7998022888,9.1824567275,851
109691,206784,269575,-0.251246373,3.8392838617,9.1800639049,852
108847,206839,269665,-0.0669990328,3.888336725,9.0317089037,853
106943,206600,269546,-0.35772697870000003,3.9170505962,9.064012008799999,854
105053,206305,269349,-0.1926222193,3.8117664018,9.1022971704,855
103698,206029,269122,-0.16271193679999998,3.7986058774999996,9.131011041599999,856
102944,205863,269054,-0.0251246373,3.9613178143,9.0281196698,857
102653,205780,269000,-0.2919243572,3.9445680561,9.0735832992,858
102754,205749,268920,-0.0382851616,3.8213376922,9.1357966868,859
103153,205783,268845,-0.1387837108,3.816552047,9.1262253964,860
103585,205813,268901,-0.1579262916,3.8691941442,9.2350988247,861
104000,205867,268924,-0.09690931529999999,3.912264951,9.1142612834,862
104329,205933,268964,-0.20338992099999997,3.9003008379999997,9.1357966868,863
104652,205961,268973,-0.16749758199999998,3.8380874503999998,9.0233340246,864
105057,205986,269039,-0.1052841944,3.9254254753,9.0903330574,865
105472,205948,269044,-0.107677017,3.8069807566000002,9.044869428,866
105944,206104,269063,-0.23688943739999999,3.8907295476,9.056833541,867
106444,206116,269098,-0.1351944769,3.8668013215999997,9.0855474122,868
106899,206216,269119,-0.21296121140000002,3.864408499,9.0831545896,869
107523,206281,269171,-0.16271193679999998,3.8404802730000003,9.0831545896,870
108091,206340,269287,-0.0825523797,3.7722848289,9.1800639049,871
108606,206399,269273,-0.1830509289,3.8584264425,9.020941202,872
109090,206490,269340,-0.2679961312,3.9541393465,9.1118684608,873
109630,206537,269426,-0.1280160091,3.8261233374,9.1824567275,874
110005,206744,269530,-0.16151552549999998,3.8321053939,9.019744790699999,875
109712,206904,269668,-0.19381863059999999,3.9493537012999997,9.0472622506,876
108072,206743,269611,-0.3146561719,3.82851616,9.1680997919,877
106169,206532,269409,-0.1495514125,3.9708891047,9.1334038642,878
104623,206198,269235,-0.12681959780000002,3.9349967657,9.1429751546,879
103644,205981,269065,-0.1591227029,3.8727833781,9.0281196698,880
103224,205850,268969,-0.2859423007,3.9397824109,9.178867493599999,881
103232,205705,268922,-0.1639083481,3.9457644674,9.2015993083,882
103535,205790,268920,-0.0179461695,3.8333018051999996,9.104689993,883
103842,205828,268880,-0.2213360905,3.9732819273,9.1118684608,884
104316,205858,268893,-0.15672988029999999,3.8416766843000003,9.116654106,885
104643,205961,268891,-0.143569356,3.7998022888,9.042476605400001,886
104945,205969,268947,-0.0705882667,3.8811582571999996,9.0999043478,887
105276,206003,269008,-0.21415762270000002,3.8799618459,9.1669033806,888
105661,206039,269061,-0.2009970984,4.0283168471,9.1334038642,889
106111,206093,269041,-0.2847458894,3.8500515634,9.116654106,890
106560,206104,269091,-0.14476576730000001,3.9637106368999997,9.0867438235,891
107116,206229,269130,-0.2859423007,3.8213376922,9.1022971704,892
107590,206278,269179,-0.2285145583,3.8213376922,9.1190469286,893
108114,206303,269227,-0.059820565,3.9146577735999997,9.0843510009,894
108643,206404,269274,0.0574277424,3.8452659182,9.1680997919,895
109135,206480,269335,-0.1926222193,3.9266218866,9.1011007591,896
109643,206511,269354,-0.2440679052,4.0043886211,9.1334038642,897
110069,206678,269468,-0.30747770409999997,3.912264951,9.165706969299999,898
110070,206899,269630,-0.10169496049999999,3.876372612,9.1513500337,899
108739,206844,269650,-0.263210486,3.9948173307,9.117850517299999,900
106817,206590,269543,-0.21415762270000002,3.8632120877,9.0783689444,901
105175,206271,269273,-0.2105683888,3.7591243046000002,9.152546445,902
104053,206021,269122,-0.1950150419,3.9218362414,9.0161555568,903
103582,205900,269013,-0.20937197749999997,3.8249269261,9.1465643885,904
103509,205844,268874,-0.1304088317,3.8715869668,9.0436730167,905
103766,205800,268861,-0.23569302609999998,3.8201412809,9.2183490665,906
104140,205818,268834,-0.1328016543,3.8273197486999995,9.0783689444,907
104573,205912,268917,-0.0669990328,3.9014972492999997,9.1728854371,908
104887,205950,268887,-0.0251246373,3.9050864832,9.0676012427,909
105183,206005,268979,-0.24167508259999998,3.9744783386,9.0520478958,910
105403,206024,268977,-0.17587246110000002,3.9565321691,9.0592263636,911
105847,206036,269037,-0.25363919560000003,3.8237305148,9.0783689444,912
106253,206137,269011,-0.1459621786,3.8620156764,9.131011041599999,913
106736,206134,269088,-0.0873380249,3.8632120877,9.0855474122,914
107222,206218,269081,-0.040677984199999996,3.8668013215999997,9.1692962032,915
107730,206220,269084,-0.2177468566,3.7268211995,9.116654106,916
108244,206331,269168,-0.0490528633,3.7196427317,9.096315113900001,917
108734,206403,269206,-0.11246266220000001,3.7878381758,9.0664048314,918
109158,206471,269309,-0.22492532440000002,3.9170505962,9.0855474122,919
109740,206489,269328,-0.1088734283,3.7950166436,9.1704926145,920
110181,206704,269455,-0.1052841944,3.7375889012,9.0257268472,921
109965,206855,269581,-0.16151552549999998,3.9050864832,9.0711904766,922
108498,206846,269581,-0.20338992099999997,3.876372612,9.1202433399,923
106592,206527,269427,-0.0179461695,3.9565321691,9.1812603162,924
105143,206242,269251,-0.0801595571,3.8739797894,9.0221376133,925
104116,206021,269068,-0.1531406464,3.8380874503999998,9.1453679772,926
103670,205881,268993,-0.16271193679999998,3.9038900719000003,9.104689993,927
103702,205839,268948,-0.1890329854,3.9493537012999997,9.0855474122,928
103992,205835,268879,-0.16271193679999998,3.8392838617,9.0532443071,929
104396,205784,268916,-0.12442677519999999,3.7459637803,9.0221376133,930
104797,205921,268882,-0.24646072779999997,3.9876388629,9.0711904766,931
105127,206013,268950,-0.2225325018,3.8356946278,9.1070828156,932
105425,206025,269008,-0.2691925425,3.8703905555,9.1130648721,933
105737,206074,269035,-0.1088734283,3.9637106368999997,9.1573320902,934
106137,206123,268994,0.045463629400000004,3.8057843452999998,9.116654106,935
106570,206179,269059,-0.1220339526,3.8249269261,9.0592263636,936
107058,206241,269155,-0.0011964113,3.7794632967,9.1393859207,937
107566,206296,269158,-0.2919243572,3.876372612,9.1130648721,938
108095,206360,269139,-0.0191425808,3.9828532177,9.0759761218,939
108578,206432,269240,-0.2309073809,3.8548372086000002,9.044869428,940
109108,206551,269286,-0.2081755662,3.8464623295,9.054440718399999,941
109619,206579,269350,-0.3529413335,3.8668013215999997,9.2386880586,942
110114,206567,269374,-0.1579262916,3.9852460403000003,9.0975115252,943
110525,206810,269556,-0.1387837108,3.8871403137,9.1920280179,944
110175,207031,269715,-0.1112662509,4.0043886211,9.1561356789,945
108684,206993,269690,-0.21296121140000002,3.732803256,9.1609213241,946
106961,206657,269484,0.0131605243,3.8632120877,9.1022971704,947
105642,206435,269305,-0.1746760498,3.8261233374,9.1190469286,948
104877,206233,269205,-0.2009970984,3.8620156764,9.0855474122,949
104603,206127,269078,-0.27517459899999996,3.8823546685,9.1298146303,950
104700,206079,269042,-0.11844471869999999,3.8715869668,9.1680997919,951
105075,206070,268999,-0.2309073809,3.7974094662,9.1070828156,952
105448,206106,269013,-0.2165504453,3.9050864832,9.044869428,953
105786,206146,269028,-0.20458633229999998,3.924229064,9.109475638200001,954
106140,206291,269097,-0.0777667345,3.816552047,9.0771725331,955
106392,206268,269158,-0.1734796385,3.8440695069,9.148957211099999,956
106696,206306,269120,-0.0526420972,3.8081771679,9.104689993,957
107071,206339,269138,-0.12083754129999999,3.9194434188,9.1070828156,958
107505,206384,269191,-0.179461695,3.9948173307,9.0352981376,959
107901,206410,269259,-0.0466600407,3.7292140221,9.165706969299999,960
108358,206506,269280,-0.23928226,3.9900316855,9.1417787433,961
108842,206567,269324,-0.15672988029999999,3.8189448695999997,9.153742856300001,962
109076,206737,269426,-0.11964113,3.9457644674,9.207581364800001,963
108227,206743,269442,-0.1698904046,3.9649070482,9.1262253964,964
106477,206500,269389,-0.1698904046,3.9553357578,9.080761767,965
104775,206235,269177,-0.1698904046,3.7926238210000003,9.0628155975,966
103530,205958,268994,-0.0538385085,3.936193177,9.109475638200001,967
102817,205788,268897,-0.12442677519999999,3.9038900719000003,9.0496550732,968
102453,205731,268790,-0.0610169763,3.9050864832,9.1226361625,969
102745,205606,268694,-0.24167508259999998,3.8847474911,9.1022971704,970
103123,205713,268748,-0.1579262916,3.8907295476,9.175278259699999,971
103567,205772,268833,-0.1220339526,3.7674991837,9.0520478958,972
103900,205795,268818,-0.17228322719999997,3.7974094662,9.128618219,973
104204,205853,268855,-0.1471585899,3.780659708,9.0855474122,974
104518,205854,268828,0.107677017,3.9565321691,9.1322074529,975
104893,205919,268923,-0.2081755662,3.7399817238,9.1920280179,976
105316,205936,268914,-0.0981057266,3.8021951114,9.0903330574,977
105796,206037,268963,-0.3098705267,3.8261233374,9.010173500299999,978
106280,206106,268975,-0.2021935097,3.9266218866,9.0029950325,979
106721,206169,269025,-0.21415762270000002,3.7962130549,9.0999043478,980
107336,206197,269087,-0.16869399329999998,3.9254254753,9.1669033806,981
107871,206291,269125,0.0035892339,3.8488551521,9.0472622506,982
108382,206324,269214,-0.10169496049999999,3.9146577735999997,9.128618219,983
108830,206410,269247,-0.1507478238,3.8739797894,9.080761767,984
109368,206435,269320,-0.1495514125,3.8907295476,9.1453679772,985
109880,206581,269320,-0.08135596839999999,3.816552047,9.096315113900001,986
110384,206624,269355,-0.2165504453,3.9780675724999996,9.1262253964,987
110849,206720,269382,-0.1328016543,3.7184463204,9.131011041599999,988
111092,206944,269605,-0.023928226,3.9206398301,9.0999043478,989
109936,206978,269712,-0.1519442351,3.888336725,9.0472622506,990
107890,206771,269532,-0.18185451760000002,3.8404802730000003,9.032905315,991
106017,206403,269407,-0.0526420972,3.7603207159,9.0616191862,992
104610,206132,269125,-0.2261217357,3.9505501125999998,8.9874416856,993
103766,205873,268961,0.0466600407,3.8691941442,9.1022971704,994
103403,205835,268828,-0.1950150419,3.9266218866,9.0053878551,995
103478,205748,268767,-0.0669990328,3.816552047,9.0783689444,996
103706,205756,268805,-0.25363919560000003,3.7244283769,9.1142612834,997
104130,205775,268768,-0.2644068973,3.9397824109,9.0532443071,998
104482,205849,268803,0.06340979890000001,4.0151563228,9.116654106,999
104755,205812,268891,-0.1806581063,3.7794632967,9.0616191862,1000
105028,205930,268840,-0.015553346899999999,3.9517465239000003,9.1190469286,1001
105350,205855,268919,-0.040677984199999996,3.9266218866,9.1346002755,1002
105713,205992,268850,-0.1411765334,3.8919259589,9.054440718399999,1003
106165,205981,268910,-0.3278166962,3.9302111204999997,9.116654106,1004
106646,206093,268959,-0.2679961312,4.0103706776,9.109475638200001,1005
107062,206149,268999,-0.06340979890000001,3.8931223702,9.1597249128,1006
107633,206204,269067,-0.0729810893,3.8380874503999998,9.068797654,1007
108110,206272,269067,-0.0646062102,3.8991044267,9.0759761218,1008
108627,206329,269083,-0.1399801221,3.888336725,9.056833541,1009
109107,206423,269190,-0.19381863059999999,3.816552047,9.121439751199999,1010
109590,206584,269242,-0.1112662509,3.8919259589,9.0879402348,1011
109256,206743,269445,-0.0490528633,3.8871403137,9.095118702599999,1012
107760,206622,269412,-0.251246373,3.8835510798,9.055637129700001,1013
105813,206197,269219,0.0741775006,3.8691941442,9.0699940653,1014
104340,206009,269075,-0.20578274359999998,3.9649070482,9.0891366461,1015
103424,205838,268935,-0.19860427579999998,3.8835510798,9.1022971704,1016
103032,205691,268770,-0.2321037922,3.7794632967,9.1130648721,1017
103028,205622,268716,-0.179461695,3.8979080154,9.1860459614,1018
103360,205672,268691,-0.0681954441,3.9194434188,9.1238325738,1019
103780,205695,268688,0.0083748791,3.7998022888,9.1872423727,1020
104117,205744,268767,-0.1698904046,3.8500515634,9.1417787433,1021
104530,205772,268747,-0.1040877831,3.8919259589,9.0843510009,1022
104816,205832,268842,-0.16630117069999997,3.8452659182,9.1357966868,1023
105156,205901,268843,-0.30747770409999997,3.8620156764,9.1070828156,1024
105533,205926,268829,-0.04307080679999999,3.7950166436,9.0831545896,1025
106035,205979,268907,-0.1148554848,3.8213376922,9.1334038642,1026
106443,206008,268903,-0.16749758199999998,3.8967116041,9.1118684608,1027
106959,206008,268972,-0.0394815729,3.8895331363000003,9.2231347117,1028
107464,206184,269075,-0.1423729447,3.9565321691,9.0999043478,1029
107986,206191,269093,0.0466600407,3.8356946278,9.1944208405,1030
108492,206288,269161,-0.1698904046,3.8309089826,9.0855474122,1031
109038,206375,269190,-0.1280160091,3.9086757171,9.2135634213,1032
109489,206470,269214,-0.20578274359999998,3.7782668854000003,9.1058864043,1033
109947,206636,269337,0.0466600407,3.8715869668,9.0855474122,1034
109679,206787,269546,-0.051445685899999996,3.9003008379999997,9.0293160811,1035
108118,206685,269464,-0.21415762270000002,3.7268211995,9.056833541,1036
106220,206404,269302,-0.25363919560000003,4.06779842,9.1369930981,1037
104873,206124,269123,-0.09930213789999999,3.7758740628,9.0783689444,1038
104039,205962,268946,-0.1698904046,3.9505501125999998,9.1274218077,1039
103687,205830,268922,-0.1519442351,3.8596228538,9.1154576947,1040
103750,205788,268840,-0.0538385085,3.8141592244,9.0592263636,1041
104089,205801,268832,-0.2548356069,3.8799618459,9.1274218077,1042
104533,205767,268863,-0.1172483074,3.9206398301,9.1609213241,1043
104938,205889,268835,-0.2452643165,3.9230326527000003,9.0257268472,1044
105295,205984,268881,-0.10648060570000001,3.8859439023999998,9.164510558,1045
105614,205996,268931,-0.09690931529999999,3.8955151927999996,9.0831545896,1046
105963,206029,268954,-0.0789631458,3.8213376922,9.109475638200001,1047
106344,206083,268980,-0.0693918554,3.9206398301,9.0879402348,1048
106811,206169,269011,-0.2225325018,4.0115670889,9.0125663229,1049
107269,206185,269076,-0.21296121140000002,3.9445680561,9.0879402348,1050
107761,206289,269120,-0.1363908882,3.9445680561,9.1633141467,1051
108258,206382,269136,-0.051445685899999996,3.9972101532999997,9.068797654,1052
108785,206424,269245,-0.263210486,3.8129628130999995,8.9898345082,1053
109263,206498,269242,-0.1160518961,3.9661034595,9.2087777761,1054
109781,206487,269310,-0.08614161359999999,3.9134613623,9.0460658393,1055
110189,206785,269394,-0.19980068709999999,3.9326039431,9.1011007591,1056
109884,206861,269568,-0.311066938,3.8907295476,8.998209387300001,1057
108400,206799,269562,-0.20937197749999997,3.9302111204999997,9.1992064857,1058
106631,206532,269421,-0.1866401628,3.816552047,8.983852451699999,1059
105249,206233,269198,-0.20937197749999997,3.7459637803,9.042476605400001,1060
104370,206015,269016,-0.179461695,3.9469608787,9.1633141467,1061
104010,205884,268898,-0.06340979890000001,3.8452659182,9.1130648721,1062
104059,205838,268877,-0.1100698396,3.8428730956,8.9001036607,1063
104375,205791,268796,-0.35892339,3.7878381758,9.1836531388,1064
104755,205912,268821,-0.0669990328,3.9003008379999997,9.1118684608,1065
105096,205917,268846,-0.09092725880000001,3.9409788222,9.1322074529,1066
105348,205933,268830,-0.040677984199999996,3.9541393465,9.1070828156,1067
105592,205993,268912,-0.040677984199999996,3.8440695069,9.131011041599999,1068
105927,205981,268907,-0.2009970984,3.8715869668,9.037690960199999,1069
106273,205960,268889,-0.1507478238,3.8524443859999997,9.037690960199999,1070
106666,206046,268929,-0.0669990328,3.9278182979,9.165706969299999,1071
107113,206117,268944,-0.179461695,3.7998022888,9.2159562439,1072
107578,206189,269035,-0.17228322719999997,3.9613178143,9.0400837828,1073
108055,206267,269047,-0.1280160091,3.7866417645,9.0759761218,1074
107874,206374,269189,-0.20458633229999998,3.8117664018,9.104689993,1075
106494,206285,269082,-0.1459621786,3.9589249917,9.1800639049,1076
104591,206021,269006,-0.24885355039999998,3.9816568063999997,9.108279226899999,1077
102986,205725,268780,-0.3720839143,3.9086757171,9.109475638200001,1078
101988,205496,268655,-0.19860427579999998,3.8380874503999998,9.2590270507,1079
101490,205388,268541,-0.1543370577,3.9182470075,9.0903330574,1080
101491,205332,268501,-0.2787638329,3.7220355542999997,9.1633141467,1081
101870,205352,268491,-0.1543370577,3.8105699905,9.044869428,1082
102359,205423,268476,-0.1483550012,3.8476587407999996,9.0711904766,1083
102866,205362,268501,-0.1088734283,3.8955151927999996,9.0903330574,1084
103281,205467,268647,-0.1603191142,3.8333018051999996,9.0855474122,1085
103676,205616,268634,-0.0825523797,3.8572300312,9.1692962032,1086
104086,205642,268658,-0.1411765334,3.8991044267,9.117850517299999,1087
104531,205727,268673,-0.1459621786,3.9433716447999996,9.095118702599999,1088
105038,205770,268781,-0.16151552549999998,4.064209186099999,9.1334038642,1089
105513,205810,268832,-0.143569356,3.8548372086000002,9.0676012427,1090
106135,205817,268813,-0.09092725880000001,3.8572300312,8.9407816449,1091
106692,205928,268911,-0.1698904046,3.9110685397,9.1776710823,1092
107274,206021,268934,-0.18185451760000002,3.8177484582999996,9.044869428,1093
107821,206136,269033,-0.3050848815,3.7974094662,9.0113699116,1094
108374,206175,269066,-0.16749758199999998,3.8416766843000003,9.1322074529,1095
108919,206246,269095,-0.1100698396,3.8213376922,8.9994057986,1096
109471,206324,269173,-0.2452643165,3.8847474911,9.175278259699999,1097
110001,206430,269235,-0.0849452023,3.7339996673,9.0113699116,1098
110495,206440,269210,-0.22492532440000002,3.9613178143,9.1226361625,1099
111013,206585,269246,-0.1220339526,3.8177484582999996,9.0699940653,1100
111489,206704,269401,-0.1052841944,3.8057843452999998,9.1274218077,1101
111492,206964,269613,-0.12442677519999999,3.7627135385,9.0664048314,1102
110113,206983,269637,-0.2380858487,3.9338003543999998,9.020941202,1103
108004,206691,269498,-0.1842473402,3.876372612,9.0879402348,1104
106182,206311,269218,-0.062213387599999996,3.8189448695999997,9.0113699116,1105
104908,206052,269011,-0.1004985492,3.9026936606000002,9.162117735399999,1106
104284,205861,268899,-0.1088734283,3.9290147091999996,9.200402897,1107
104095,205755,268814,-0.0658026215,3.8213376922,9.0759761218,1108
104219,205733,268748,-0.035892339,3.9708891047,9.068797654,1109
104685,205721,268768,-0.0538385085,3.9194434188,9.0855474122,1110
105070,205843,268748,-0.131605243,3.8979080154,9.0903330574,1111
105414,205816,268802,-0.0502492746,3.8309089826,9.0472622506,1112
105668,205821,268817,-0.1603191142,3.8213376922,9.0400837828,1113
105981,205943,268873,-0.1363908882,3.8835510798,9.064012008799999,1114
106315,205963,268913,-0.08374879099999999,4.043870194,9.0855474122,1115
106732,206018,268926,0.0334995164,3.8656049103,9.104689993,1116
107159,206013,268913,-0.1890329854,3.8931223702,9.0999043478,1117
107630,206045,268919,-0.17228322719999997,3.912264951,9.1058864043,1118
108148,206140,269013,0.0131605243,3.7770704741,9.0903330574,1119
108640,206201,269020,-0.1734796385,3.8261233374,9.1429751546,1120
109112,206251,269049,-0.1507478238,3.7292140221,9.0867438235,1121
109633,206341,269103,-0.0681954441,3.8524443859999997,9.1800639049,1122
110101,206416,269111,-0.16630117069999997,3.8656049103,9.1417787433,1123
110344,206629,269315,-0.1363908882,3.7950166436,9.131011041599999,1124
109592,206708,269384,-0.3278166962,3.8811582571999996,9.1022971704,1125
107777,206522,269329,-0.0502492746,3.8189448695999997,9.0999043478,1126
105988,206242,269165,-0.020338992099999998,3.7950166436,9.0735832992,1127
104754,205936,268956,-0.16151552549999998,3.7938202323,9.1776710823,1128
104015,205836,268748,-0.1328016543,3.8488551521,9.0628155975,1129
103840,205672,268654,-0.0849452023,3.864408499,9.0975115252,1130
104030,205719,268680,-0.2835494781,3.8321053939,9.044869428,1131
104419,205685,268711,-0.0681954441,3.9206398301,9.109475638200001,1132
104860,205738,268710,-0.2691925425,4.0091742663,9.1872423727,1133
105195,205788,268723,-0.11246266220000001,3.8476587407999996,9.0879402348,1134
105490,205850,268759,-0.1304088317,3.8739797894,9.1118684608,1135
105858,205846,268723,-0.11964113,3.9876388629,9.121439751199999,1136
106216,205953,268762,-0.1710868159,3.9565321691,9.1609213241,1137
106622,205971,268831,-0.30747770409999997,3.864408499,9.1417787433,1138
107070,206019,268846,-0.2931207685,3.888336725,9.0520478958,1139
107460,206059,268894,-0.2380858487,3.9134613623,9.1465643885,1140
108004,206134,268903,-0.24167508259999998,3.7902309983999998,9.121439751199999,1141
108528,206202,268982,-0.0981057266,3.816552047,9.0915294687,1142
109017,206243,269010,-0.2656033086,3.7615171272,8.9994057986,1143
109513,206299,269079,-0.2177468566,3.8859439023999998,9.0269232585,1144
110015,206442,269113,-0.1603191142,3.9948173307,9.1334038642,1145
110405,206613,269243,-0.11246266220000001,3.7830525306,9.1501536224,1146
109996,206809,269415,-0.0669990328,3.9266218866,9.006584266399999,1147
108404,206578,269373,-0.29551359110000003,3.8715869668,9.019744790699999,1148
106576,206396,269162,-0.2177468566,3.8380874503999998,9.068797654,1149
105205,206071,268939,-0.0179461695,3.9086757171,9.1118684608,1150
104321,205866,268857,-0.22492532440000002,3.8703905555,9.0903330574,1151
104103,205766,268717,-0.1112662509,3.9732819273,9.1058864043,1152
104195,205659,268689,-0.2560320182,3.8452659182,9.0400837828,1153
104557,205791,268644,-0.2225325018,3.7854453531999996,9.1190469286,1154
105018,205799,268713,-0.08853443620000001,3.936193177,9.2159562439,1155
105409,205858,268751,-0.17706887240000002,3.8416766843000003,9.0592263636,1156
105749,205947,268778,-0.1256231865,3.7950166436,9.1238325738,1157
105997,205960,268810,-0.143569356,3.9649070482,9.206384953499999,1158
106457,206032,268857,-0.051445685899999996,3.8380874503999998,9.0855474122,1159
106861,206056,268824,-0.1423729447,3.8979080154,9.0975115252,1160
107300,206158,268908,-0.1459621786,3.8524443859999997,9.1369930981,1161
107733,206156,268943,-0.11844471869999999,3.7818561193,9.1118684608,1162
108242,206218,268981,-0.1830509289,3.8117664018,9.1728854371,1163
108719,206313,269001,-0.17706887240000002,3.8237305148,9.0616191862,1164
109125,206403,269043,-0.155533469,3.8691941442,9.0855474122,1165
109716,206436,269178,-0.1651047594,3.7770704741,9.080761767,1166
110224,206537,269166,-0.16271193679999998,3.9038900719000003,9.09272588,1167
110640,206615,269276,-0.0849452023,3.7028929734999996,9.09272588,1168
110451,206853,269456,-0.29551359110000003,3.8608192651000004,9.0735832992,1169
109148,206861,269456,-0.1363908882,3.8787654346,9.0999043478,1170
107430,206543,269325,-0.2572284295,3.8356946278,9.044869428,1171
106080,206284,269106,-0.1387837108,3.8093735792,9.1633141467,1172
105334,206090,268938,0.011964113,3.8213376922,9.1262253964,1173
104932,205945,268809,-0.0538385085,4.0283168471,9.1848495501,1174
104993,205885,268822,-0.1603191142,3.8356946278,9.0855474122,1175
105308,205903,268771,-0.17228322719999997,3.8009987001,9.0903330574,1176
105740,205898,268737,-0.1088734283,3.8404802730000003,9.1070828156,1177
106088,206021,268771,-0.0729810893,3.888336725,9.042476605400001,1178
106370,206024,268848,-0.2333002035,3.9409788222,9.0975115252,1179
106622,206048,268774,-0.2524427843,3.8572300312,9.1226361625,1180
106925,206077,268817,-0.19381863059999999,3.9469608787,9.081958178299999,1181
107246,206081,268871,-0.0705882667,3.960121403,9.1465643885,1182
107602,206134,268849,-0.21415762270000002,3.9278182979,9.162117735399999,1183
108067,206182,268898,0.020338992099999998,3.8715869668,9.1070828156,1184
108451,206158,268905,-0.1052841944,3.8548372086000002,9.0975115252,1185
108856,206226,268955,-0.1459621786,3.9661034595,9.0592263636,1186
108883,206406,269065,-0.2656033086,3.8799618459,9.1070828156,1187
107700,206332,269044,-0.1459621786,3.7148570865,9.1944208405,1188
105916,206115,268902,-0.0574277424,3.8476587407999996,9.0759761218,1189
104343,205767,268656,-0.1459621786,3.8668013215999997,9.0496550732,1190
103277,205560,268587,-0.0287138712,3.8715869668,9.0711904766,1191
102720,205443,268417,-0.2380858487,3.9098721283999995,9.0352981376,1192
102625,205364,268334,-0.11844471869999999,3.8488551521,9.0616191862,1193
102895,205364,268313,-0.1172483074,3.9445680561,9.1848495501,1194
103345,205423,268394,-0.1148554848,3.9373895883000003,9.1848495501,1195
103784,205500,268419,-0.0705882667,3.7639099498,9.104689993,1196
104192,205513,268482,-0.19860427579999998,3.8261233374,8.9659062822,1197
104528,205581,268513,-0.1830509289,3.9050864832,9.09272588,1198
104888,205620,268544,-0.2321037922,3.9074793058,9.0879402348,1199
105319,205694,268584,-0.1579262916,3.8225341035,9.0903330574,1200
105767,205747,268616,-0.2297109696,3.8273197486999995,9.0400837828,1201
106193,205773,268642,-0.2069791549,3.9696926934,9.044869428,1202
106791,205733,268722,-0.1734796385,3.9565321691,9.1393859207,1203
107306,205932,268734,-0.1734796385,3.8751762007000004,9.1836531388,1204
107847,206009,268826,-0.2105683888,3.7220355542999997,9.095118702599999,1205
108375,206044,268832,-0.19860427579999998,3.8333018051999996,9.162117735399999,1206
108784,206124,268889,-0.16749758199999998,3.8835510798,9.0903330574,1207
109388,206194,268952,-0.0610169763,3.8404802730000003,9.1058864043,1208
109888,206323,268982,-0.14476576730000001,3.7866417645,9.0592263636,1209
110370,206278,268998,-0.2452643165,3.9493537012999997,9.1250289851,1210
110914,206420,269035,-0.04307080679999999,3.8249269261,9.041280194099999,1211
111346,206461,269156,-0.1782652837,3.9098721283999995,9.1011007591,1212
111826,206596,269231,-0.09930213789999999,3.8333018051999996,9.1262253964,1213
111850,206907,269437,-0.0035892339,3.8309089826,9.09272588,1214
110596,206967,269481,-0.2739781877,3.7220355542999997,9.068797654,1215
108650,206638,269321,-0.1962114532,3.8452659182,9.0281196698,1216
106920,206218,269046,-0.1842473402,3.9278182979,9.056833541,1217
105696,205959,268864,-0.0538385085,3.7651063610999995,9.1465643885,1218
105122,205743,268703,-0.1351944769,3.9637106368999997,9.1465643885,1219
104891,205594,268630,-0.071784678,3.8225341035,8.9659062822,1220
105024,205603,268593,-0.1698904046,3.7220355542999997,9.1477607998,1221
105377,205658,268565,-0.015553346899999999,3.7651063610999995,9.1633141467,1222
105708,205753,268543,-0.15672988029999999,3.7722848289,9.0520478958,1223
106025,205733,268618,-0.1974078645,3.8596228538,9.2135634213,1224
106267,205798,268613,-0.263210486,3.8333018051999996,9.128618219,1225
106582,205887,268609,0.0,3.8931223702,9.0281196698,1226
