green,red,IR,acc_x,acc_y,acc_z,sample_index
101538,206469,269228,-0.1411765334,3.876372612,9.2590270507,411
100800,206293,269173,-0.2344966148,4.0654055974,9.104689993,412
100562,206169,269093,-0.2105683888,3.8656049103,9.2183490665,413
100789,206172,269011,-0.1507478238,3.9684962821,9.0496550732,414
101303,206222,269051,-0.1507478238,3.8213376922,9.220741889100001,415
101838,206246,269039,-0.0981057266,3.8500515634,9.1561356789,416
102309,206317,269058,-0.287138712,3.8775690233,9.0520478958,417
102693,206341,269144,-0.0825523797,3.8356946278,9.0532443071,418
103060,206395,269226,-0.2931207685,3.960121403,9.1441715659,419
103469,206424,269259,-0.1040877831,3.8512479747,9.0987079365,420
103950,206477,269241,-0.0131605243,3.9864424516000003,9.1728854371,421
104482,206476,269293,-0.18185451760000002,3.9003008379999997,9.128618219,422
105053,206481,269292,-0.0287138712,3.7866417645,9.0616191862,423
105637,206691,269325,-0.16869399329999998,3.9074793058,9.095118702599999,424
106237,206691,269437,-0.1100698396,3.7603207159,9.0664048314,425
106810,206815,269488,-0.2572284295,3.8093735792,9.0352981376,426
107388,206844,269481,-0.1292124204,3.8691941442,9.1369930981,427
107945,206972,269601,-0.041874395499999995,3.9218362414,9.1262253964,428
108403,207117,269737,-0.0658026215,3.9062828945,9.109475638200001,429
107805,207202,269808,-0.09690931529999999,3.8596228538,9.0795653557,430
105980,206970,269645,-0.1531406464,3.9649070482,9.0616191862,431
103982,206711,269521,-0.19381863059999999,3.8548372086000002,9.200402897,432
102503,206386,269337,-0.0323031051,3.8955151927999996,9.044869428,433
101663,206280,269184,-0.1531406464,3.7926238210000003,9.0161555568,434
101234,206206,269121,-0.0299102825,3.8835510798,9.128618219,435
101453,206175,269099,-0.21296121140000002,3.8476587407999996,9.064012008799999,436
101878,206159,269105,-0.143569356,3.8931223702,9.0903330574,437
102320,206200,269087,-0.179461695,3.9421752335,9.165706969299999,438
102758,206300,269188,-0.2165504453,3.9206398301,9.0903330574,439
103082,206310,269165,-0.06340979890000001,3.9158541848999997,9.0305124924,440
103393,206331,269223,-0.0023928226,3.8668013215999997,9.0735832992,441
103767,206359,269217,-0.0741775006,3.7986058774999996,9.1680997919,442
104108,206419,269238,-0.1734796385,3.936193177,9.1692962032,443
104647,206476,269269,-0.179461695,3.912264951,9.0520478958,444
105209,206498,269280,-0.1842473402,3.8249269261,9.044869428,445
105737,206620,269373,-0.17228322719999997,3.8656049103,9.1022971704,446
106306,206673,269395,-0.0526420972,3.8153556357,9.0520478958,447
106891,206699,269465,-0.0873380249,3.9529429352,9.1956172518,448
107439,206809,269527,-0.1746760498,3.9086757171,9.1357966868,449
107758,206870,269621,-0.2177468566,3.8213376922,9.2350988247,450
106889,206961,269696,-0.047856452,3.9661034595,9.131011041599999,451
105037,206797,269652,-0.1004985492,3.7986058774999996,9.0341017263,452
103158,206527,269368,-0.0873380249,3.8021951114,9.1716890258,453
101917,206285,269190,-0.1591227029,3.8548372086000002,9.080761767,454
101239,206201,269162,-0.1052841944,3.816552047,9.0041914438,455
101065,206104,269117,-0.09690931529999999,3.9146577735999997,8.975477572600001,456
101284,206108,269041,-0.2333002035,3.8213376922,9.032905315,457
101813,206137,269076,-0.09690931529999999,3.8656049103,9.1585285015,458
102334,206254,269113,-0.22492532440000002,3.9110685397,9.054440718399999,459
102807,206334,269223,-0.155533469,3.9266218866,9.1704926145,460
103188,206371,269201,-0.0897308475,3.8512479747,9.1154576947,461
103576,206424,269259,-0.19980068709999999,3.8117664018,9.0676012427,462
103988,206483,269314,-0.1495514125,3.8213376922,9.0305124924,463
104473,206578,269340,-0.2237289131,3.8979080154,9.152546445,464
105037,206616,269406,-0.0526420972,3.9613178143,9.0185483794,465
105573,206674,269468,-0.2009970984,3.8093735792,9.1980100744,466
106145,206701,269520,-0.23688943739999999,3.9278182979,9.1011007591,467
106743,206835,269569,-0.1280160091,3.960121403,9.140582332,468
107318,206914,269656,-0.16630117069999997,3.8907295476,9.09272588,469
107868,207050,269673,-0.0897308475,3.8560336199000003,9.055637129700001,470
108395,207124,269833,-0.16271193679999998,3.8237305148,9.096315113900001,471
108376,207325,269960,-0.21894326790000002,3.9338003543999998,9.09272588,472
107062,207218,269920,-0.1962114532,3.7663027724,9.1824567275,473
105159,206990,269733,-0.19980068709999999,4.055834307,9.140582332,474
103530,206727,269624,-0.143569356,3.8237305148,9.1465643885,475
102491,206557,269438,-0.1603191142,3.9146577735999997,9.1992064857,476
102000,206398,269377,-0.1411765334,3.9003008379999997,9.128618219,477
101971,206344,269294,-0.1100698396,3.8464623295,9.1704926145,478
102380,206393,269340,-0.044267218100000005,3.9349967657,9.1716890258,479
102850,206458,269342,-0.1280160091,3.8943187815,9.1022971704,480
103234,206531,269384,-0.17228322719999997,3.9158541848999997,9.0053878551,481
103595,206555,269415,-0.1734796385,3.8261233374,9.152546445,482
103920,206598,269427,-0.1160518961,3.8500515634,9.0783689444,483
104247,206647,269408,-0.2165504453,3.8572300312,9.162117735399999,484
104641,206670,269468,-0.3158525832,3.9050864832,9.0616191862,485
105095,206687,269453,-0.131605243,3.9625142255999997,9.2279203569,486
105565,206732,269499,-0.131605243,3.8955151927999996,9.1561356789,487
106045,206794,269513,-0.3672982691,3.9098721283999995,9.0759761218,488
106541,206823,269589,-0.0143569356,3.8452659182,9.0891366461,489
106502,206963,269623,-0.1292124204,3.864408499,9.0233340246,490
105085,206746,269649,-0.2225325018,3.9996029759000002,9.104689993,491
103073,206575,269389,-0.3050848815,3.8488551521,9.1549392676,492
101341,206284,269228,0.0287138712,3.9804603951,9.1776710823,493
100128,206042,269051,-0.1639083481,4.0223347905999995,9.2159562439,494
99521,205993,268948,-0.2644068973,3.888336725,9.0077806777,495
99431,205938,268906,-0.2727817764,3.7627135385,9.1549392676,496
99777,205888,268870,-0.1387837108,3.8811582571999996,9.0831545896,497
100309,205921,268957,-0.2727817764,3.9278182979,9.128618219,498
100833,206020,268955,-0.227318147,3.9170505962,9.1022971704,499
101236,206078,268977,-0.2177468566,4.0187455567,9.128618219,500
101622,206106,269018,-0.1591227029,3.9290147091999996,9.1369930981,501
102069,206192,269073,-0.1830509289,3.9050864832,9.055637129700001,502
102492,206099,269108,-0.23928226,3.8093735792,9.1812603162,503
103020,206200,269154,0.0143569356,3.864408499,9.095118702599999,504
103591,206302,269217,-0.2009970984,3.7339996673,9.1812603162,505
104216,206404,269245,-0.2380858487,3.9158541848999997,9.1262253964,506
104862,206489,269270,-0.1220339526,3.9589249917,9.2135634213,507
105472,206498,269374,-0.2237289131,3.8321053939,9.1501536224,508
106091,206654,269421,-0.051445685899999996,3.9062828945,9.1250289851,509
106709,206699,269482,-0.1256231865,3.888336725,9.1262253964,510
107326,206758,269494,-0.1507478238,3.8309089826,9.054440718399999,511
107881,206856,269558,-0.1172483074,3.8991044267,9.09272588,512
108509,206945,269668,-0.2225325018,3.9661034595,9.1776710823,513
108773,207102,269815,-0.18185451760000002,3.8859439023999998,9.0855474122,514
107786,207202,269852,-0.1256231865,3.9254254753,9.153742856300001,515
105627,206902,269705,-0.11246266220000001,3.9816568063999997,9.1250289851,516
103471,206567,269472,-0.09690931529999999,3.9254254753,9.1070828156,517
101919,206281,269306,-0.059820565,3.9290147091999996,9.121439751199999,518
101039,206104,269186,-0.0765703232,3.8380874503999998,9.109475638200001,519
100696,205968,269040,-0.3026920589,3.9194434188,9.1322074529,520
100816,206010,269001,-0.155533469,3.8632120877,9.1322074529,521
101254,206006,268971,-0.40558343069999997,3.7818561193,9.116654106,522
101640,206039,269021,-0.0729810893,3.8943187815,9.1465643885,523
102160,206161,268992,0.0251246373,3.8081771679,9.1034935817,524
102482,206143,269030,-0.2548356069,3.8715869668,9.116654106,525
102802,206227,269088,-0.0179461695,3.8943187815,9.162117735399999,526
103203,206217,269122,-0.1052841944,3.876372612,9.2303131795,527
103668,206258,269135,-0.1866401628,3.8715869668,9.0053878551,528
104187,206346,269211,-0.08374879099999999,3.936193177,9.1441715659,529
104694,206388,269230,-0.0777667345,3.8835510798,9.0496550732,530
105335,206451,269305,0.023928226,3.9852460403000003,9.0699940653,531
105932,206554,269335,-0.2177468566,3.8416766843000003,9.140582332,532
106515,206612,269414,-0.09690931529999999,3.7100714413,9.104689993,533
107092,206688,269469,-0.1351944769,3.7914274097,9.1011007591,534
107696,206770,269544,-0.0550349198,3.912264951,9.1238325738,535
108253,206812,269575,-0.1531406464,3.8057843452999998,9.1274218077,536
108658,207023,269720,-0.095712904,3.816552047,9.2099741874,537
108056,207131,269796,-0.0693918554,3.9373895883000003,9.109475638200001,538
106184,206913,269690,-0.24047867129999997,3.8117664018,9.0305124924,539
104163,206639,269527,-0.2297109696,3.8668013215999997,9.09272588,540
102637,206347,269315,-0.27517459899999996,3.9218362414,9.128618219,541
101769,206211,269168,-0.1040877831,3.8249269261,9.0759761218,542
101419,205997,269083,-0.1387837108,3.7399817238,9.0855474122,543
101631,206054,269027,-0.19860427579999998,3.8261233374,9.1441715659,544
102034,206049,269049,-0.2967100024,3.9349967657,9.1118684608,545
102529,206143,269041,-0.1411765334,3.8093735792,9.056833541,546
102995,206174,269074,-0.2667997199,3.8069807566000002,9.121439751199999,547
103300,206215,269109,-0.1399801221,3.8440695069,9.1501536224,548
103665,206298,269103,-0.0705882667,3.8309089826,9.1190469286,549
104131,206376,269155,-0.0777667345,3.9565321691,9.175278259699999,550
104475,206374,269197,-0.251246373,3.9182470075,9.1824567275,551
105031,206422,269289,-0.1304088317,3.8668013215999997,9.0460658393,552
105570,206488,269251,-0.1220339526,3.9900316855,9.0855474122,553
106138,206527,269317,-0.24646072779999997,3.8715869668,9.0915294687,554
106715,206600,269351,-0.0275174599,3.9038900719000003,9.1477607998,555
107295,206684,269451,-0.2979064137,3.9649070482,9.131011041599999,556
107848,206761,269442,-0.041874395499999995,3.9266218866,9.0975115252,557
108452,206864,269596,-0.1100698396,3.7914274097,9.032905315,558
109001,206894,269589,-0.10169496049999999,3.8452659182,9.0759761218,559
109192,207180,269756,-0.179461695,3.8859439023999998,9.128618219,560
108153,207173,269803,-0.16749758199999998,3.9314075318,9.0616191862,561
106176,206925,269716,-0.18185451760000002,3.8596228538,9.1190469286,562
104317,206622,269494,-0.0825523797,3.8967116041,9.080761767,563
103081,206412,269274,-0.2297109696,3.9457644674,9.1190469286,564
102428,206189,269172,-0.08135596839999999,3.8895331363000003,9.055637129700001,565
102294,206163,269160,-0.1160518961,3.9828532177,9.0999043478,566
102584,206186,269029,-0.10169496049999999,3.9062828945,9.1070828156,567
103031,206161,269047,-0.1052841944,3.7974094662,9.109475638200001,568
103492,206257,269108,-0.1148554848,3.8141592244,9.148957211099999,569
103881,206291,269100,-0.143569356,3.9349967657,9.1429751546,570
104237,206343,269175,-0.23569302609999998,3.8189448695999997,9.1238325738,571
104502,206374,269178,-0.0873380249,3.8404802730000003,9.0903330574,572
104957,206436,269240,-0.0765703232,3.8021951114,9.1381895094,573
105415,206464,269205,-0.095712904,3.8488551521,9.1513500337,574
105941,206519,269261,-0.12681959780000002,3.816552047,9.068797654,575
106454,206554,269295,-0.047856452,3.9146577735999997,9.1357966868,576
107037,206630,269375,-0.2344966148,3.8823546685,9.0855474122,577
107587,206676,269374,-0.21296121140000002,3.82851616,9.0436730167,578
108163,206748,269474,-0.2105683888,3.8560336199000003,9.0831545896,579
108703,206892,269503,-0.24885355039999998,3.912264951,9.0999043478,580
109255,206944,269524,-0.0693918554,3.8189448695999997,9.1669033806,581
109784,207101,269632,-0.1519442351,3.7244283769,9.1992064857,582
109743,207197,269825,-0.215354034,3.8835510798,9.0628155975,583
108366,207247,269811,-0.2105683888,3.8895331363000003,9.095118702599999,584
106490,206867,269679,-0.27517459899999996,3.8715869668,9.1322074529,585
104865,206675,269446,-0.215354034,3.8500515634,9.054440718399999,586
103835,206541,269324,-0.28953153460000003,3.9003008379999997,9.1896351953,587
103344,206351,269243,-0.20338992099999997,3.9433716447999996,9.0592263636,588
103444,206355,269148,-0.10169496049999999,3.8787654346,9.1561356789,589
103771,206296,269184,-0.1830509289,3.9110685397,9.2159562439,590
104235,206356,269151,-0.16869399329999998,3.8297125713,9.1549392676,591
104710,206370,269178,-0.2177468566,3.8955151927999996,9.1058864043,592
105113,206486,269229,-0.17706887240000002,3.8380874503999998,9.0723868879,593
105467,206568,269291,0.0131605243,3.9397824109,9.0496550732,594
105830,206616,269294,-0.35772697870000003,3.9421752335,9.0592263636,595
106257,206670,269325,-0.1902293967,3.9457644674,9.1597249128,596
106730,206730,269351,-0.0669990328,3.8548372086000002,9.152546445,597
107248,206748,269404,-0.0825523797,3.9900316855,9.0759761218,598
107786,206812,269418,-0.3122633493,3.9326039431,9.2087777761,599
108336,206886,269494,-0.1136590735,3.7986058774999996,9.140582332,600
108882,206972,269547,-0.2201396792,4.0570307183,9.1393859207,601
109457,207038,269582,-0.09690931529999999,3.8368910391,9.1800639049,602
109966,207107,269640,-0.1651047594,3.8464623295,9.1429751546,603
110518,207221,269712,-0.1363908882,3.9649070482,9.064012008799999,604
110895,207410,269883,-0.18185451760000002,3.9086757171,9.0999043478,605
110332,207558,269997,-0.1411765334,3.9170505962,9.1142612834,606
108751,207411,269954,-0.12083754129999999,3.8069807566000002,9.1920280179,607
107176,207146,269772,-0.09092725880000001,3.7926238210000003,9.2051885422,608
105999,206929,269575,-0.09690931529999999,3.8955151927999996,9.1417787433,609
105380,206771,269481,-0.18185451760000002,3.8823546685,9.1238325738,610
105188,206640,269351,-0.1363908882,4.0211383793,9.1238325738,611
105480,206669,269330,-0.2667997199,3.9625142255999997,9.0891366461,612
105861,206554,269336,-0.1112662509,3.9684962821,9.1633141467,613
106308,206749,269374,-0.2165504453,3.7974094662,9.1429751546,614
106672,206747,269404,-0.16749758199999998,3.9421752335,9.1633141467,615
107009,206847,269434,-0.227318147,3.8835510798,9.0293160811,616
107288,206832,269426,-0.2009970984,3.8739797894,9.0305124924,617
107633,206874,269485,-0.1220339526,3.9326039431,9.09272588,618
108001,206915,269550,-0.0287138712,3.8596228538,9.121439751199999,619
108417,206926,269488,-0.14476576730000001,3.8572300312,9.0999043478,620
108813,206974,269495,-0.21296121140000002,3.9003008379999997,9.1501536224,621
109312,207044,269552,-0.35174492220000003,3.8859439023999998,9.0077806777,622
109721,207085,269649,-0.20458633229999998,3.9290147091999996,9.1022971704,623
109509,207222,269740,-0.1866401628,3.8428730956,9.0735832992,624
108108,207111,269618,-0.1112662509,3.8620156764,9.1633141467,625
106257,206847,269472,-0.4043870194,3.8979080154,9.0281196698,626
104690,206576,269291,-0.1256231865,3.7734812402,9.064012008799999,627
103748,206379,269118,-0.031106693799999998,3.8859439023999998,9.1022971704,628
103238,206267,269065,-0.227318147,3.7938202323,9.1118684608,629
103233,206163,268978,-0.1172483074,3.9230326527000003,9.0352981376,630
103559,206201,268972,-0.2620140747,3.7483566029,9.116654106,631
104032,206223,268983,-0.12323036389999999,3.9014972492999997,9.0831545896,632
104423,206271,268971,-0.1399801221,3.8620156764,9.1513500337,633
104792,206326,269021,-0.06340979890000001,3.7782668854000003,9.0520478958,634
105127,206390,269133,-0.2548356069,3.8979080154,9.0759761218,635
105473,206405,269125,-0.12681959780000002,3.9649070482,9.1357966868,636
105893,206460,269118,-0.0849452023,3.7770704741,9.1609213241,637
106375,206483,269192,-0.1136590735,3.9349967657,9.1274218077,638
106883,206558,269214,-0.1639083481,3.9565321691,9.056833541,639
107421,206609,269252,-0.143569356,3.8871403137,9.0975115252,640
107941,206673,269271,-0.3206382284,3.7746776515,9.080761767,641
108484,206707,269326,-0.0263210486,3.8799618459,9.0592263636,642
109012,206858,269386,-0.17706887240000002,3.8033915226999997,9.0903330574,643
109578,206884,269478,-0.1256231865,3.7758740628,9.044869428,644
109994,206930,269462,-0.0897308475,3.9206398301,9.0879402348,645
110636,207079,269529,-0.1854437515,3.9146577735999997,9.2039921309,646
111090,207092,269550,-0.24646072779999997,3.8237305148,9.162117735399999,647
111576,207260,269726,-0.1339980656,3.8033915226999997,9.0484586619,648
111407,207484,269952,-0.1854437515,3.9397824109,9.019744790699999,649
109900,207379,269828,-0.2620140747,3.8979080154,9.0520478958,650
107859,207095,269700,-0.1423729447,3.8069807566000002,9.1022971704,651
106125,206766,269472,-0.0179461695,3.7782668854000003,9.0699940653,652
104970,206527,269210,-0.1950150419,3.8225341035,9.0759761218,653
104338,206340,269145,-0.1052841944,3.9218362414,9.1190469286,654
104180,206311,269065,-0.17228322719999997,3.8428730956,9.1034935817,655
104359,206238,269045,-0.1591227029,3.8943187815,9.1190469286,656
104674,206240,269043,-0.1746760498,3.9074793058,9.080761767,657
105057,206326,269030,-0.33499516399999996,3.7639099498,9.1022971704,658
105328,206363,268996,-0.1339980656,3.7818561193,9.0652084201,659
105562,206386,269107,-0.12681959780000002,3.9397824109,9.104689993,660
105869,206458,269131,-0.0765703232,3.9421752335,9.1417787433,661
106188,206339,269120,-0.1004985492,3.8811582571999996,9.0711904766,662
106545,206481,269177,-0.1328016543,3.8356946278,9.09272588,663
106966,206518,269194,-0.0693918554,3.8476587407999996,9.0735832992,664
107448,206572,269209,-0.17587246110000002,4.0235312019,9.104689993,665
107944,206672,269261,-0.095712904,3.8488551521,9.096315113900001,666
108315,206750,269382,-0.11246266220000001,3.7519458368,9.128618219,667
107739,206814,269416,-0.17587246110000002,3.9589249917,9.0915294687,668
106070,206656,269321,-0.2644068973,3.960121403,9.0975115252,669
104315,206363,269126,-0.1710868159,3.912264951,9.1441715659,670
102974,206108,268993,-0.1507478238,3.9230326527000003,9.1381895094,671
102133,205924,268860,-0.23688943739999999,3.9373895883000003,9.0999043478,672
101821,205774,268804,-0.040677984199999996,3.9457644674,9.104689993,673
101957,205828,268801,-0.2333002035,3.864408499,8.983852451699999,674
102350,205894,268775,-0.24765713909999998,3.8141592244,9.1968136631,675
102849,205906,268784,-0.16271193679999998,3.9876388629,9.020941202,676
103240,205964,268876,-0.2177468566,3.8895331363000003,9.0867438235,677
103585,206037,268912,-0.0490528633,3.8428730956,9.1118684608,678
103941,206092,268952,-0.062213387599999996,3.9756747499,9.1501536224,679
104292,206167,268988,-0.0394815729,3.7722848289,9.0281196698,680
104705,206169,269004,-0.0729810893,3.9003008379999997,9.1549392676,681
105181,206248,269048,-0.107677017,3.8787654346,9.0759761218,682
105722,206267,269064,-0.2009970984,3.816552047,9.095118702599999,683
106242,206330,269160,-0.16271193679999998,3.876372612,9.1034935817,684
106839,206470,269174,-0.1782652837,3.8524443859999997,9.0580299523,685
107349,206483,269179,-0.0849452023,3.8344982165,9.0400837828,686
107896,206548,269314,-0.2261217357,3.8045879339999997,9.0759761218,687
108448,206661,269357,-0.0538385085,3.9074793058,9.1190469286,688
108970,206704,269385,-0.0370887503,3.912264951,9.1609213241,689
109484,206778,269464,-0.09930213789999999,3.8428730956,9.121439751199999,690
109995,206902,269494,-0.051445685899999996,3.9062828945,9.081958178299999,691
110500,206928,269546,-0.18185451760000002,3.8871403137,9.0903330574,692
110988,207022,269613,-0.1519442351,3.8967116041,9.2805624541,693
111438,207176,269696,-0.1854437515,3.9014972492999997,9.1298146303,694
111245,207411,269905,-0.1351944769,3.8213376922,9.1238325738,695
109691,207298,269868,-0.1136590735,3.9062828945,9.1417787433,696
107553,207008,269719,-0.20338992099999997,3.8799618459,9.1465643885,697
105826,206687,269525,-0.1698904046,3.8141592244,9.109475638200001,698
104728,206502,269258,-0.16869399329999998,3.7866417645,9.0915294687,699
104029,206308,269187,-0.3206382284,3.9290147091999996,8.9910309195,700
103883,206234,269096,-0.2201396792,3.7555350706999997,9.0855474122,701
104105,206155,269097,-0.1890329854,3.8596228538,9.152546445,702
104453,206225,269077,-0.2584248408,3.9254254753,9.1262253964,703
104806,206269,269140,-0.17706887240000002,3.8273197486999995,9.1393859207,704
105055,206340,269131,-0.2081755662,3.876372612,9.0903330574,705
105280,206321,269150,-0.2440679052,4.0474594279,9.1513500337,706
105540,206416,269142,-0.17228322719999997,3.8584264425,9.1477607998,707
105877,206445,269208,-0.2309073809,3.8117664018,9.1549392676,708
106227,206466,269263,0.0071784678,3.8787654346,9.0352981376,709
106626,206555,269291,-0.09930213789999999,3.8560336199000003,9.1130648721,710
107165,206553,269393,-0.1639083481,3.8907295476,9.1298146303,711
107660,206651,269406,-0.1088734283,3.8943187815,9.0855474122,712
108118,206796,269504,-0.131605243,3.9206398301,9.0759761218,713
107941,206866,269606,-0.2225325018,3.816552047,9.1202433399,714
106608,206799,269556,-0.36011980130000004,3.9936209194,9.1381895094,715
104692,206538,269396,-0.2237289131,3.8500515634,9.0879402348,716
103211,206243,269212,-0.1866401628,3.9732819273,9.1944208405,717
102255,206054,269050,-0.1363908882,4.0115670889,9.09272588,718
101762,205982,268957,-0.2500499617,3.9206398301,9.117850517299999,719
101780,205965,268890,-0.1471585899,3.8452659182,9.1704926145,720
102127,205920,268836,-0.1100698396,3.9146577735999997,9.1369930981,721
102605,205970,268908,-0.0705882667,3.9098721283999995,9.0664048314,722
103002,206096,268973,-0.0502492746,3.8871403137,9.0711904766,723
103307,206111,268953,-0.0490528633,3.8404802730000003,9.1190469286,724
103576,206110,269035,-0.18783657410000001,3.8572300312,9.2374916473,725
103932,206170,269037,-0.1962114532,3.8979080154,9.1776710823,726
104270,206153,269018,-0.1100698396,3.8620156764,9.0747797105,727
104710,206133,269137,-0.044267218100000005,3.9493537012999997,9.0281196698,728
105162,206228,269071,-0.0753739119,3.816552047,9.1262253964,729
105683,206287,269173,-0.0897308475,3.876372612,9.104689993,730
106207,206384,269229,-0.3050848815,3.9433716447999996,9.1142612834,731
106720,206423,269227,-0.16151552549999998,3.8859439023999998,9.0855474122,732
107229,206434,269352,-0.1052841944,3.8560336199000003,9.1465643885,733
107754,206561,269386,-0.14476576730000001,3.8787654346,9.080761767,734
108247,206600,269385,-0.0825523797,3.8536407972999998,9.152546445,735
108778,206694,269400,-0.227318147,3.8440695069,9.09272588,736
109294,206712,269475,-0.287138712,3.9708891047,9.0185483794,737
109814,206873,269525,-0.2524427843,3.7710884175999997,9.1477607998,738
109959,207022,269751,-0.059820565,3.8045879339999997,9.1633141467,739
108817,206981,269717,-0.08614161359999999,3.9613178143,9.080761767,740
106627,206738,269530,-0.2297109696,3.7962130549,9.0831545896,741
104569,206382,269404,-0.18783657410000001,3.8213376922,9.1058864043,742
103101,206101,269085,-0.2285145583,3.8309089826,9.1381895094,743
102210,205901,268923,-0.044267218100000005,3.9003008379999997,9.0161555568,744
101845,205823,268848,-0.3182454058,3.876372612,9.104689993,745
101958,205759,268831,-0.1399801221,3.8500515634,9.0472622506,746
102303,205792,268888,-0.107677017,3.7926238210000003,9.1357966868,747
102659,205781,268841,-0.2452643165,3.864408499,9.1357966868,748
102983,205878,268826,-0.12442677519999999,3.9433716447999996,9.0855474122,749
103269,205819,268902,-0.1088734283,3.864408499,9.140582332,750
103540,205979,268884,-0.1842473402,3.9684962821,9.0903330574,751
103879,205948,268911,-0.11964113,3.8213376922,9.0711904766,752
104259,205992,268973,-0.1519442351,3.9565321691,9.1058864043,753
104726,206064,269047,-0.2620140747,3.9326039431,9.09272588,754
105212,206119,269144,-0.1387837108,3.7794632967,9.2374916473,755
105770,206206,269149,-0.09092725880000001,3.8141592244,9.0664048314,756
106308,206247,269209,-0.09930213789999999,3.8057843452999998,9.0352981376,757
106859,206360,269262,-0.2237289131,3.9457644674,9.1824567275,758
107387,206382,269254,-0.2201396792,3.9326039431,9.131011041599999,759
107922,206450,269305,-0.24646072779999997,3.9684962821,9.175278259699999,760
108420,206605,269364,-0.1806581063,3.8524443859999997,9.188438784,761
108515,206745,269498,-0.12681959780000002,3.8739797894,9.1728854371,762
107264,206775,269476,-0.20458633229999998,3.9349967657,9.1465643885,763
105219,206444,269430,-0.19860427579999998,3.8273197486999995,9.068797654,764
103310,206123,269172,-0.10648060570000001,3.9756747499,9.1561356789,765
102098,205862,269033,-0.1866401628,3.9158541848999997,9.128618219,766
101412,205751,268842,-0.1088734283,3.9278182979,9.080761767,767
101239,205654,268801,-0.12442677519999999,3.8512479747,9.1585285015,768
101481,205607,268784,-0.0586241537,3.9409788222,9.0855474122,769
101869,205662,268787,-0.0083748791,3.888336725,9.0711904766,770
102376,205742,268814,-0.11246266220000001,3.8117664018,9.1118684608,771
102763,205812,268808,-0.2321037922,3.8045879339999997,9.0783689444,772
103078,205848,268824,-0.20338992099999997,3.8225341035,9.1549392676,773
103399,205860,268895,-0.0849452023,3.9098721283999995,9.2039921309,774
103771,205827,268917,-0.1962114532,3.8811582571999996,9.1465643885,775
104209,205948,269026,-0.2739781877,3.8620156764,9.1585285015,776
104702,206035,269045,-0.1112662509,3.8871403137,9.1944208405,777
105235,206105,269098,-0.2979064137,3.9098721283999995,9.1716890258,778
105797,206128,269122,-0.1052841944,3.9349967657,9.1896351953,779
106329,206241,269240,-0.2524427843,3.7005001509,9.1848495501,780
106894,206309,269299,-0.20578274359999998,3.816552047,9.0903330574,781
107435,206389,269332,-0.27517459899999996,3.9110685397,9.1322074529,782
108001,206470,269354,-0.3242274623,3.9589249917,9.0783689444,783
108508,206514,269416,-0.08614161359999999,3.6861432153,9.1704926145,784
108826,206752,269615,-0.023928226,3.7734812402,9.2039921309,785
108023,206825,269607,-0.1052841944,4.0546378957,9.0245304359,786
106077,206562,269504,-0.263210486,3.8799618459,9.1680997919,787
104145,206274,269303,-0.0610169763,3.7902309983999998,9.1669033806,788
102717,205963,269073,-0.215354034,3.9553357578,9.1393859207,789
101916,205743,269028,-0.0586241537,3.876372612,9.0616191862,790
101650,205711,268896,0.0023928226,3.8811582571999996,9.0855474122,791
101827,205671,268819,-0.1351944769,3.9158541848999997,9.0975115252,792
102249,205702,268831,-0.1543370577,3.8691941442,9.0759761218,793
102698,205752,268871,-0.071784678,3.9421752335,9.1238325738,794
103108,205806,268940,-0.1459621786,3.9756747499,9.117850517299999,795
103414,205829,268878,-0.1471585899,3.8739797894,9.2159562439,796
103698,205915,269020,-0.1328016543,3.7818561193,9.1262253964,797
104100,205884,269028,-0.11964113,3.7052857961,9.0879402348,798
104546,205991,269123,-0.0801595571,3.876372612,9.1022971704,799
105030,205912,269107,-0.2297109696,3.8356946278,9.109475638200001,800
105535,206077,269142,-0.1172483074,3.8919259589,9.1022971704,801
106101,206193,269227,0.0334995164,3.8548372086000002,9.109475638200001,802
106666,206235,269204,-0.2500499617,3.876372612,9.131011041599999,803
107217,206258,269337,-0.0574277424,3.7507494254999996,9.0711904766,804
107761,206390,269386,-0.0873380249,3.8189448695999997,9.054440718399999,805
108332,206480,269397,-0.143569356,3.8955151927999996,9.116654106,806
108884,206492,269452,-0.047856452,3.7674991837,9.0771725331,807
109290,206812,269587,-0.2787638329,3.8153556357,8.985048863000001,808
108785,206964,269782,-0.16749758199999998,3.9110685397,9.178867493599999,809
107088,206748,269659,-0.23688943739999999,3.9553357578,9.0472622506,810
105162,206475,269475,-0.1926222193,3.9062828945,9.178867493599999,811
103857,206179,269333,-0.1698904046,3.82851616,9.1441715659,812
103062,206023,269182,-0.1136590735,3.9828532177,9.116654106,813
102758,205885,269085,-0.20578274359999998,3.9924245080999996,9.1680997919,814
102940,205920,269058,-0.051445685899999996,3.8955151927999996,9.0903330574,815
103327,205835,269017,-0.2237289131,3.8201412809,9.1549392676,816
103787,205929,269102,-0.1950150419,3.8356946278,9.056833541,817
104202,206032,269095,-0.1160518961,3.8787654346,9.054440718399999,818
104562,206094,269144,-0.0753739119,3.8117664018,9.1334038642,819
104899,206109,269200,-0.13758729949999998,3.8739797894,9.1190469286,820
105270,206180,269202,-0.08614161359999999,3.888336725,9.1824567275,821
105690,206203,269276,-0.09690931529999999,3.936193177,9.104689993,822
